T(s),S1-1B-D,S1-1B-S,S1-2B-D,S1-2B-S,S1-3B-D,S1-3B-S,S1-4B-D,S1-4B-S,S1-5B-D,S1-5B-S,S1-6B-D,S1-6B-S,S1-7B-D,S1-7B-S,S1-8B-D,S1-8B-S
139,297.6750689,297.7920991,297.872436,297.9222954,297.9569792,297.4528289,298.2209385,297.4300873,298.1696862,298.1023959,298.2261026,298.7624661,298.0183965,298.0221975,297.7986997,297.219959
140,297.6930499,297.8101533,297.890641,297.9395119,297.9750593,297.4712358,298.2380837,297.4483865,298.1869461,298.1196778,298.2425817,298.7776348,298.0359635,298.0398058,297.8167913,297.2389075
141,297.7110308,297.8282075,297.9088461,297.9567284,297.9931393,297.4896427,298.2552288,297.4666858,298.204206,298.1369597,298.2590607,298.7928034,298.0535304,298.0574142,297.8348829,297.2578561
142,297.7290118,297.8462616,297.9270511,297.9739449,298.0112194,297.5080496,298.272374,297.484985,298.2214659,298.1542415,298.2755397,298.8079721,298.0710974,298.0750226,297.8529745,297.2768046
143,297.7469927,297.8643158,297.9452561,297.9911615,298.0292994,297.5264566,298.2895192,297.5032842,298.2387258,298.1715234,298.2920187,298.8231407,298.0886643,298.092631,297.8710662,297.2957531
144,297.7649736,297.88237,297.9634612,298.008378,298.0473795,297.5448635,298.3066643,297.5215834,298.2559857,298.1888053,298.3084978,298.8383094,298.1062313,298.1102394,297.8891578,297.3147016
145,297.7829546,297.9004242,297.9816662,298.0255945,298.0654595,297.5632704,298.3238095,297.5398826,298.2732456,298.2060872,298.3249768,298.8534781,298.1237982,298.1278478,297.9072494,297.3336501
146,297.8009355,297.9184784,297.9998712,298.042811,298.0835396,297.5816773,298.3409547,297.5581818,298.2905055,298.223369,298.3414558,298.8686467,298.1413652,298.1454562,297.925341,297.3525987
147,297.8189164,297.9365325,298.0180762,298.0600276,298.1016197,297.6000842,298.3580998,297.5764811,298.3077654,298.2406509,298.3579348,298.8838154,298.1589321,298.1630646,297.9434326,297.3715472
148,297.8368974,297.9545867,298.0362813,298.0772441,298.1196997,297.6184911,298.375245,297.5947803,298.3250253,298.2579328,298.3744138,298.898984,298.1764991,298.180673,297.9615242,297.3904957
149,297.8548783,297.9726409,298.0544863,298.0944606,298.1377798,297.6368981,298.3923902,297.6130795,298.3422852,298.2752147,298.3908929,298.9141527,298.194066,298.1982814,297.9796159,297.4094442
150,297.8728593,297.9906951,298.0726913,298.1116771,298.1558598,297.655305,298.4095353,297.6313787,298.3595451,298.2924965,298.4073719,298.9293213,298.211633,298.2158898,297.9977075,297.4283927
151,297.8908402,298.0087493,298.0908964,298.1288936,298.1739399,297.6737119,298.4266805,297.6496779,298.376805,298.3097784,298.4238509,298.94449,298.2291999,298.2334981,298.0157991,297.4473413
152,297.9088211,298.0268034,298.1091014,298.1461102,298.1920199,297.6921188,298.4438256,297.6679771,298.3940649,298.3270603,298.4403299,298.9596586,298.2467669,298.2511065,298.0338907,297.4662898
153,297.9268021,298.0448576,298.1273064,298.1633267,298.2101,297.7105257,298.4609708,297.6862764,298.4113248,298.3443421,298.456809,298.9748273,298.2643338,298.2687149,298.0519823,297.4852383
154,297.944783,298.0629118,298.1455115,298.1805432,298.2281801,297.7289326,298.478116,297.7045756,298.4285847,298.361624,298.473288,298.989996,298.2819008,298.2863233,298.0700739,297.5041868
155,297.9627639,298.080966,298.1637165,298.1977597,298.2462601,297.7473396,298.4952611,297.7228748,298.4458446,298.3789059,298.489767,299.0051646,298.2994677,298.3039317,298.0881656,297.5231354
156,297.9807449,298.0990202,298.1819215,298.2149763,298.2643402,297.7657465,298.5124063,297.741174,298.4631045,298.3961878,298.506246,299.0203333,298.3170347,298.3215401,298.1062572,297.5420839
157,297.9987258,298.1170743,298.2001265,298.2321928,298.2824202,297.7841534,298.5295515,297.7594732,298.4803644,298.4134696,298.5227251,299.0355019,298.3346016,298.3391485,298.1243488,297.5610324
158,298.0167068,298.1351285,298.2183316,298.2494093,298.3005003,297.8025603,298.5466966,297.7777724,298.4976243,298.4307515,298.5392041,299.0506706,298.3521686,298.3567569,298.1424404,297.5799809
159,298.0346877,298.1531827,298.2365366,298.2666258,298.3185803,297.8209672,298.5638418,297.7960717,298.5148842,298.4480334,298.5556831,299.0658392,298.3697355,298.3743653,298.160532,297.5989294
160,298.0526686,298.1712369,298.2547416,298.2838423,298.3366604,297.8393741,298.580987,297.8143709,298.5321441,298.4653153,298.5721621,299.0810079,298.3873025,298.3919737,298.1786237,297.617878
161,298.0706496,298.189291,298.2729467,298.3010589,298.3547405,297.8577811,298.5981321,297.8326701,298.549404,298.4825971,298.5886412,299.0961766,298.4048694,298.4095821,298.1967153,297.6368265
162,298.0886305,298.2073452,298.2911517,298.3182754,298.3728205,297.876188,298.6152773,297.8509693,298.5666639,298.499879,298.6051202,299.1113452,298.4224364,298.4271905,298.2148069,297.655775
163,298.1066114,298.2253994,298.3093567,298.3354919,298.3909006,297.8945949,298.6324225,297.8692685,298.5839238,298.5171609,298.6215992,299.1265139,298.4400033,298.4447988,298.2328985,297.6747235
164,298.1245924,298.2434536,298.3275618,298.3527084,298.4089806,297.9130018,298.6495676,297.8875677,298.6011837,298.5344428,298.6380782,299.1416825,298.4575703,298.4624072,298.2509901,297.693672
165,298.1425733,298.2615078,298.3457668,298.369925,298.4270607,297.9314087,298.6667128,297.905867,298.6184436,298.5517246,298.6545573,299.1568512,298.4751372,298.4800156,298.2690817,297.7126206
166,298.1605543,298.2795619,298.3639718,298.3871415,298.4451407,297.9498156,298.683858,297.9241662,298.6357035,298.5690065,298.6710363,299.1720198,298.4927042,298.497624,298.2871734,297.7315691
167,298.1785352,298.2976161,298.3821768,298.404358,298.4632208,297.9682226,298.7010031,297.9424654,298.6529634,298.5862884,298.6875153,299.1871885,298.5102711,298.5152324,298.305265,297.7505176
168,298.1965161,298.3156703,298.4003819,298.4215745,298.4813009,297.9866295,298.7181483,297.9607646,298.6702233,298.6035703,298.7039943,299.2023572,298.5278381,298.5328408,298.3233566,297.7694661
169,298.2144971,298.3337245,298.4185869,298.438791,298.4993809,298.0050364,298.7352934,297.9790638,298.6874832,298.6208521,298.7204733,299.2175258,298.545405,298.5504492,298.3414482,297.7884147
170,298.232478,298.3517787,298.4367919,298.4560076,298.517461,298.0234433,298.7524386,297.997363,298.7047431,298.638134,298.7369524,299.2326945,298.562972,298.5680576,298.3595398,297.8073632
171,298.2504589,298.3698328,298.454997,298.4732241,298.535541,298.0418502,298.7695838,298.0156623,298.722003,298.6554159,298.7534314,299.2478631,298.5805389,298.585666,298.3776314,297.8263117
172,298.2684399,298.387887,298.473202,298.4904406,298.5536211,298.0602571,298.7867289,298.0339615,298.7392629,298.6726978,298.7699104,299.2630318,298.5981059,298.6032744,298.3957231,297.8452602
173,298.2864208,298.4059412,298.491407,298.5076571,298.5717011,298.0786641,298.8038741,298.0522607,298.7565228,298.6899796,298.7863894,299.2782004,298.6156728,298.6208828,298.4138147,297.8642087
174,298.3044018,298.4239954,298.5096121,298.5248737,298.5897812,298.097071,298.8210193,298.0705599,298.7737827,298.7072615,298.8028685,299.2933691,298.6332398,298.6384911,298.4319063,297.8831573
175,298.3223827,298.4420496,298.5278171,298.5420902,298.6078613,298.1154779,298.8381644,298.0888591,298.7910426,298.7245434,298.8193475,299.3085377,298.6508067,298.6560995,298.4499979,297.9021058
176,298.3403636,298.4601037,298.5460221,298.5593067,298.6259413,298.1338848,298.8553096,298.1071584,298.8083025,298.7418252,298.8358265,299.3237064,298.6683737,298.6737079,298.4680895,297.9210543
177,298.3583446,298.4781579,298.5642272,298.5765232,298.6440214,298.1522917,298.8724548,298.1254576,298.8255624,298.7591071,298.8523055,299.3388751,298.6859406,298.6913163,298.4861811,297.9400028
178,298.3763255,298.4962121,298.5824322,298.5937397,298.6621014,298.1706986,298.8895999,298.1437568,298.8428223,298.776389,298.8687846,299.3540437,298.7035076,298.7089247,298.5042728,297.9589514
179,298.3943064,298.5142663,298.6006372,298.6109563,298.6801815,298.1891056,298.9067451,298.162056,298.8600822,298.7936709,298.8852636,299.3692124,298.7210745,298.7265331,298.5223644,297.9778999
180,298.4122874,298.5323205,298.6188422,298.6281728,298.6982615,298.2075125,298.9238903,298.1803552,298.8773421,298.8109527,298.9017426,299.384381,298.7386415,298.7441415,298.540456,297.9968484
181,298.4302683,298.5503746,298.6370473,298.6453893,298.7163416,298.2259194,298.9410354,298.1986544,298.894602,298.8282346,298.9182216,299.3995497,298.7562084,298.7617499,298.5585476,298.0157969
182,298.4482493,298.5684288,298.6552523,298.6626058,298.7344217,298.2443263,298.9581806,298.2169537,298.9118619,298.8455165,298.9347007,299.4147183,298.7737754,298.7793583,298.5766392,298.0347454
183,298.4662302,298.586483,298.6734573,298.6798224,298.7525017,298.2627332,298.9753258,298.2352529,298.9291218,298.8627984,298.9511797,299.429887,298.7913423,298.7969667,298.5947309,298.053694
184,298.4842111,298.6045372,298.6916624,298.6970389,298.7705818,298.2811401,298.9924709,298.2535521,298.9463817,298.8800802,298.9676587,299.4450557,298.8089093,298.8145751,298.6128225,298.0726425
185,298.5021921,298.6225913,298.7098674,298.7142554,298.7886618,298.2995471,299.0096161,298.2718513,298.9636416,298.8973621,298.9841377,299.4602243,298.8264762,298.8321834,298.6309141,298.091591
186,298.520173,298.6406455,298.7280724,298.7314719,298.8067419,298.317954,299.0267612,298.2901505,298.9809015,298.914644,299.0006168,299.475393,298.8440432,298.8497918,298.6490057,298.1105395
187,298.5381539,298.6586997,298.7462775,298.7486885,298.8248219,298.3363609,299.0439064,298.3084497,298.9981614,298.9319259,299.0170958,299.4905616,298.8616101,298.8674002,298.6670973,298.129488
188,298.5561349,298.6767539,298.7644825,298.765905,298.842902,298.3547678,299.0610516,298.326749,299.0154213,298.9492077,299.0335748,299.5057303,298.8791771,298.8850086,298.6851889,298.1484366
189,298.5741158,298.6948081,298.7826875,298.7831215,298.8609821,298.3731747,299.0781967,298.3450482,299.0326812,298.9664896,299.0500538,299.5208989,298.896744,298.902617,298.7032806,298.1673851
190,298.5920968,298.7128622,298.8008925,298.800338,298.8790621,298.3915816,299.0953419,298.3633474,299.0499411,298.9837715,299.0665328,299.5360676,298.9143109,298.9202254,298.7213722,298.1863336
191,298.6100777,298.7309164,298.8190976,298.8175545,298.8971422,298.4099886,299.1124871,298.3816466,299.0672011,299.0010534,299.0830119,299.5512363,298.9318779,298.9378338,298.7394638,298.2052821
192,298.6280586,298.7489706,298.8373026,298.8347711,298.9152222,298.4283955,299.1296322,298.3999458,299.084461,299.0183352,299.0994909,299.5664049,298.9494448,298.9554422,298.7575554,298.2242307
193,298.6460396,298.7670248,298.8555076,298.8519876,298.9333023,298.4468024,299.1467774,298.418245,299.1017209,299.0356171,299.1159699,299.5815736,298.9670118,298.9730506,298.775647,298.2431792
194,298.6640205,298.785079,298.8737127,298.8692041,298.9513823,298.4652093,299.1639226,298.4365443,299.1189808,299.052899,299.1324489,299.5967422,298.9845787,298.990659,298.7937386,298.2621277
195,298.6820014,298.8031331,298.8919177,298.8864206,298.9694624,298.4836162,299.1810677,298.4548435,299.1362407,299.0701808,299.148928,299.6119109,299.0021457,299.0082674,298.8118303,298.2810762
196,298.6999824,298.8211873,298.9101227,298.9036372,298.9875425,298.5020231,299.1982129,298.4731427,299.1535006,299.0874627,299.165407,299.6270795,299.0197126,299.0258757,298.8299219,298.3000247
197,298.7179633,298.8392415,298.9283278,298.9208537,299.0056225,298.5204301,299.2153581,298.4914419,299.1707605,299.1047446,299.181886,299.6422482,299.0372796,299.0434841,298.8480135,298.3189733
198,298.7359443,298.8572957,298.9465328,298.9380702,299.0237026,298.538837,299.2325032,298.5097411,299.1880204,299.1220265,299.198365,299.6574168,299.0548465,299.0610925,298.8661051,298.3379218
199,298.7539252,298.8753499,298.9647378,298.9552867,299.0417826,298.5572439,299.2496484,298.5280403,299.2052803,299.1393083,299.2148441,299.6725855,299.0724135,299.0787009,298.8841967,298.3568703
200,298.7719061,298.893404,298.9829428,298.9725032,299.0598627,298.5756508,299.2667936,298.5463396,299.2225402,299.1565902,299.2313231,299.6877542,299.0899804,299.0963093,298.9022883,298.3758188
201,298.7898871,298.9114582,299.0011479,298.9897198,299.0779428,298.5940577,299.2839387,298.5646388,299.2398001,299.1738721,299.2478021,299.7029228,299.1075474,299.1139177,298.92038,298.3947673
202,298.807868,298.9295124,299.0193529,299.0069363,299.0960228,298.6124646,299.3010839,298.582938,299.25706,299.191154,299.2642811,299.7180915,299.1251143,299.1315261,298.9384716,298.4137159
203,298.8258489,298.9475666,299.0375579,299.0241528,299.1141029,298.6308715,299.318229,298.6012372,299.2743199,299.2084358,299.2807602,299.7332601,299.1426813,299.1491345,298.9565632,298.4326644
204,298.8438299,298.9656208,299.055763,299.0413693,299.1321829,298.6492785,299.3353742,298.6195364,299.2915798,299.2257177,299.2972392,299.7484288,299.1602482,299.1667429,298.9746548,298.4516129
205,298.8618108,298.9836749,299.073968,299.0585859,299.150263,298.6676854,299.3525194,298.6378356,299.3088397,299.2429996,299.3137182,299.7635974,299.1778152,299.1843513,298.9927464,298.4705614
206,298.8797918,299.0017291,299.092173,299.0758024,299.168343,298.6860923,299.3696645,298.6561349,299.3260996,299.2602815,299.3301972,299.7787661,299.1953821,299.2019597,299.0108381,298.48951
207,298.8977727,299.0197833,299.1103781,299.0930189,299.1864231,298.7044992,299.3868097,298.6744341,299.3433595,299.2775633,299.3466763,299.7939348,299.2129491,299.2195681,299.0289297,298.5084585
208,298.9157536,299.0378375,299.1285831,299.1102354,299.2045032,298.7229061,299.4039549,298.6927333,299.3606194,299.2948452,299.3631553,299.8091034,299.230516,299.2371764,299.0470213,298.527407
209,298.9337346,299.0558916,299.1467881,299.1274519,299.2225832,298.741313,299.4211,298.7110325,299.3778793,299.3121271,299.3796343,299.8242721,299.248083,299.2547848,299.0651129,298.5463555
210,298.9517155,299.0739458,299.1649931,299.1446685,299.2406633,298.75972,299.4382452,298.7293317,299.3951392,299.329409,299.3961133,299.8394407,299.2656499,299.2723932,299.0832045,298.565304
211,298.9696965,299.092,299.1831982,299.161885,299.2587433,298.7781269,299.4553904,298.747631,299.4123991,299.3466908,299.4125924,299.8546094,299.2832169,299.2900016,299.1012961,298.5842526
212,298.9876774,299.1100542,299.2014032,299.1791015,299.2768234,298.7965338,299.4725355,298.7659302,299.429659,299.3639727,299.4290714,299.869778,299.3007838,299.30761,299.1193878,298.6032011
213,299.0056583,299.1281084,299.2196082,299.196318,299.2949034,298.8149407,299.4896807,298.7842294,299.4469189,299.3812546,299.4455504,299.8849467,299.3183508,299.3252184,299.1374794,298.6221496
214,299.0236393,299.1461625,299.2378133,299.2135346,299.3129835,298.8333476,299.5068259,298.8025286,299.4641788,299.3985365,299.4620294,299.9001154,299.3359177,299.3428268,299.155571,298.6410981
215,299.0416202,299.1642167,299.2560183,299.2307511,299.3310636,298.8517545,299.523971,298.8208278,299.4814387,299.4158183,299.4785084,299.915284,299.3534847,299.3604352,299.1736626,298.6600466
216,299.0596011,299.1822709,299.2742233,299.2479676,299.3491436,298.8701615,299.5411162,298.839127,299.4986986,299.4331002,299.4949875,299.9304527,299.3710516,299.3780436,299.1917542,298.6789952
217,299.0775821,299.2003251,299.2924284,299.2651841,299.3672237,298.8885684,299.5582614,298.8574263,299.5159585,299.4503821,299.5114665,299.9456213,299.3886186,299.395652,299.2098458,298.6979437
218,299.095563,299.2183793,299.3106334,299.2824006,299.3853037,298.9069753,299.5754065,298.8757255,299.5332184,299.4676639,299.5279455,299.96079,299.4061855,299.4132604,299.2279375,298.7168922
219,299.113544,299.2364334,299.3288384,299.2996172,299.4033838,298.9253822,299.5925517,298.8940247,299.5504783,299.4849458,299.5444245,299.9759586,299.4237525,299.4308687,299.2460291,298.7358407
220,299.1315249,299.2544876,299.3470434,299.3168337,299.4214638,298.9437891,299.6096968,298.9123239,299.5677382,299.5022277,299.5609036,299.9911273,299.4413194,299.4484771,299.2641207,298.7547893
221,299.1495058,299.2725418,299.3652485,299.3340502,299.4395439,298.962196,299.626842,298.9306231,299.5849981,299.5195096,299.5773826,300.006296,299.4588864,299.4660855,299.2822123,298.7737378
222,299.1674868,299.290596,299.3834535,299.3512667,299.457624,298.980603,299.6439872,298.9489223,299.602258,299.5367914,299.5938616,300.0214646,299.4764533,299.4836939,299.3003039,298.7926863
223,299.1854677,299.3086502,299.4016585,299.3684833,299.475704,298.9990099,299.6611323,298.9672216,299.6195179,299.5540733,299.6103406,300.0366333,299.4940203,299.5013023,299.3183956,298.8116348
224,299.2034486,299.3267043,299.4198636,299.3856998,299.4937841,299.0174168,299.6782775,298.9855208,299.6367778,299.5713552,299.6268197,300.0518019,299.5115872,299.5189107,299.3364872,298.8305833
225,299.2214296,299.3447585,299.4380686,299.4029163,299.5118641,299.0358237,299.6954227,299.00382,299.6540377,299.5886371,299.6432987,300.0669706,299.5291542,299.5365191,299.3545788,298.8495319
226,299.2394105,299.3628127,299.4562736,299.4201328,299.5299442,299.0542306,299.7125678,299.0221192,299.6712976,299.6059189,299.6597777,300.0821392,299.5467211,299.5541275,299.3726704,298.8684804
227,299.2573915,299.3808669,299.4744787,299.4373493,299.5480242,299.0726375,299.729713,299.0404184,299.6885575,299.6232008,299.6762567,300.0973079,299.5642881,299.5717359,299.390762,298.8874289
228,299.2753724,299.3989211,299.4926837,299.4545659,299.5661043,299.0910445,299.7468582,299.0587176,299.7058174,299.6404827,299.6927358,300.1124765,299.581855,299.5893443,299.4088536,298.9063774
229,299.2933533,299.4169752,299.5108887,299.4717824,299.5841844,299.1094514,299.7640033,299.0770169,299.7230773,299.6577646,299.7092148,300.1276452,299.599422,299.6069527,299.4269453,298.9253259
230,299.3113343,299.4350294,299.5290937,299.4889989,299.6022644,299.1278583,299.7811485,299.0953161,299.7403372,299.6750464,299.7256938,300.1428139,299.6169889,299.624561,299.4450369,298.9442745
